"filename", "language", "TypeScript", "Markdown", "HTML", "JSON", "XML", "Batch", "TypeScript JSX", "JSON with Comments", "YAML", "Java", "Properties", "Groovy", "PostCSS", "comment", "blank", "total"
"/home/simon/Documents/github/pluginwizard/PluginWizard/src/lib/codegen/generators/java/player/player_location.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/home/simon/Documents/github/pluginwizard/PluginWizard/src/lib/codegen/generators/java/player/player_methods.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/home/simon/Documents/github/pluginwizard/PluginWizard/src/lib/codegen/generators/java/player/player_set.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/home/simon/Documents/github/pluginwizard/PluginWizard/src/lib/codegen/generators/java/regions/in_region.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/home/simon/Documents/github/pluginwizard/PluginWizard/src/lib/codegen/generators/java/regions/region_create.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"/home/simon/Documents/github/pluginwizard/PluginWizard/src/lib/codegen/generators/java/regions/region_event_get.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/home/simon/Documents/github/pluginwizard/PluginWizard/src/lib/codegen/generators/java/regions/region_events.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/home/simon/Documents/github/pluginwizard/PluginWizard/src/lib/codegen/generators/java/regions/region_settings.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/home/simon/Documents/github/pluginwizard/PluginWizard/src/lib/codegen/generators/java/sound/play_sound.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"/home/simon/Documents/github/pluginwizard/PluginWizard/src/lib/codegen/generators/java/sound/play_sound_at.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
